C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_14_648.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_14_648.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_14_648.jpg,0,0,0,1.028463E-05
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_14_715.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_14_715.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_14_715.jpg,0,0,0,2.268492E-06
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_14_787.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_14_787.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_14_787.jpg,0,0,0,2.179137E-06
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_14_857.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_14_857.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_14_857.jpg,0,0,0,1.585016E-06
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_14_927.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_14_927.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_14_927.jpg,0,0,0,5.163786E-06
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_14_999.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_14_999.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_14_999.jpg,0,0,0,1.101104E-06
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_068.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_068.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_068.jpg,0,0,0,6.185891E-06
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_139.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_139.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_139.jpg,0,0.0797604,0,0.05518233
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_210.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_210.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_210.jpg,0,0.3191109,0,0.2290705
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_279.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_279.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_279.jpg,0,0.5006853,0,0.5265225
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_351.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_351.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_351.jpg,0,0.7398773,0,1.106719
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_419.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_419.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_419.jpg,0,0.9248658,0,1.754767
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_491.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_491.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_491.jpg,0,1,0,2.698542
C:\Users\umer\Documents\game data\IMG\center_2024_03_18_23_14_15_560.jpg,C:\Users\umer\Documents\game data\IMG\left_2024_03_18_23_14_15_560.jpg,C:\Users\umer\Documents\game data\IMG\right_2024_03_18_23_14_15_560.jpg,0,1,0,3.400154
